Indicator Name,Region,Country Code,Country,Year,Sex,Age,Location,Occupation,Value,LowerBound,UpperBound,Unit,NatureData,OriginData,Footnote1,Footnote2
Proportion of women in managerial positions,Northern Africa,12,Algeria,2017,Female,-,-,-,8.4,-,-,Percentage,Country data,-,Data reference period: September;,-
Proportion of women in managerial positions,Northern Africa,504,Morocco,2008,Female,-,-,-,12.8,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Northern Africa,504,Morocco,2005,Female,-,-,-,12.4,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Northern Africa,504,Morocco,2007,Female,-,-,-,12.1,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Northern Africa,504,Morocco,2004,Female,-,-,-,10.8,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Northern Africa,504,Morocco,2006,Female,-,-,-,11.9,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Northern Africa,788,Tunisia,2009,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;
Proportion of women in managerial positions,Northern Africa,788,Tunisia,2010,Female,-,-,-,12.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Data reference period: Second quarter;
Proportion of women in managerial positions,Northern Africa,788,Tunisia,2011,Female,-,-,-,13.9,-,-,Percentage,Country data,-,Data reference period: Second quarter;,-
Proportion of women in managerial positions,Northern Africa,788,Tunisia,2012,Female,-,-,-,14.8,-,-,Percentage,Country data,-,Data reference period: Second quarter;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2003,Female,-,-,-,8.5,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2008,Female,-,-,-,11.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2000,Female,-,-,-,10.1,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2005,Female,-,-,-,10.4,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2007,Female,-,-,-,11.1,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2009,Female,-,-,-,14,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2010,Female,-,-,-,13.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2001,Female,-,-,-,9.3,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2004,Female,-,-,-,8,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2006,Female,-,-,-,10.8,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2011,Female,-,-,-,13.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2002,Female,-,-,-,9,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Northern Africa,818,Egypt,2012,Female,-,-,-,9.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2013,Female,-,-,-,7.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2015,Female,-,-,-,6.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2016,Female,-,-,-,7.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Northern Africa,818,Egypt,2017,Female,-,-,-,6.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Oceania,242,Fiji,2005,Female,-,-,-,31.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Oceania,242,Fiji,2007,Female,-,-,-,23.8,-,-,Percentage,Country data,-,Reference group coverage: Employees;,-
Proportion of women in managerial positions,Oceania,242,Fiji,2004,Female,-,-,-,27.2,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Oceania,242,Fiji,2011,Female,-,-,-,31.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Oceania,242,Fiji,2014,Female,-,-,-,30.4,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Oceania,242,Fiji,2016,Female,-,-,-,38.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Oceania,296,Kiribati,2005,Female,-,-,-,27.3,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,296,Kiribati,2010,Female,-,-,-,36.5,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,548,Vanuatu,2009,Female,-,-,-,28.5,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,585,Palau,2000,Female,-,-,-,26.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Oceania,598,Papua New Guinea,2010,Female,-,-,-,18.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Oceania,776,Tonga,2003,Female,-,-,-,26.6,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Oceania,798,Tuvalu,2002,Female,-,-,-,24.6,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,882,Samoa,2001,Female,-,-,-,28.5,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Oceania,882,Samoa,2006,Female,-,-,-,30,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,882,Samoa,2011,Female,-,-,-,36.3,-,-,Percentage,Country data,-,Data reference period: November;,-
Proportion of women in managerial positions,Oceania,882,Samoa,2012,Female,-,-,-,47.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Oceania,882,Samoa,2014,Female,-,-,-,47.3,-,-,Percentage,Country data,-,Data reference period: October;,-
Proportion of women in managerial positions,Oceania,882,Samoa,2017,Female,-,-,-,43.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;
Proportion of women in managerial positions,Sub-Saharan Africa,24,Angola,2010,Female,-,-,-,29.8,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,24,Angola,2004,Female,-,-,-,29.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,24,Angola,2011,Female,-,-,-,31.9,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,24,Angola,2014,Female,-,-,-,19.5,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2003,Female,-,-,-,33,-,-,Percentage,Country data,-,Population coverage: Including armed forces and/or conscripts,Age coverage - minimum age: 12 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2000,Female,-,-,-,35.4,-,-,Percentage,Country data,-,Population coverage: Including armed forces and/or conscripts,Age coverage - minimum age: 12 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2009,Female,-,-,-,37.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2010,Female,-,-,-,38.6,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2001,Female,-,-,-,30.9,-,-,Percentage,Country data,-,Data reference period: August,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Sub-Saharan Africa,72,Botswana,2006,Female,-,-,-,30.5,-,-,Percentage,Country data,-,Population coverage: Including armed forces and/or conscripts,Age coverage - minimum age: 12 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,108,Burundi,2014,Female,-,-,-,27.4,-,-,Percentage,Country data,-,Geographical coverage: Main cities or metropolitan areas,Age coverage - minimum age: 10 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,108,Burundi,2017,Female,-,-,-,32.4,-,-,Percentage,Country data,-,Geographical coverage: Main cities or metropolitan areas,Age coverage - minimum age: 10 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,120,Cameroon,2014,Female,-,-,-,49.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,132,Cabo Verde,2015,Female,-,-,-,42.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,132,Cabo Verde,2017,Female,-,-,-,43.8,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,174,Comoros,2004,Female,-,-,-,26.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,180,Democratic Republic of the Congo,2005,Female,-,-,-,8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,180,Democratic Republic of the Congo,2012,Female,-,-,-,20.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,231,Ethiopia,2005,Female,-,-,-,20.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,231,Ethiopia,2013,Female,-,-,-,26.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,270,Gambia,2012,Female,-,-,-,33.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,288,Ghana,2006,Female,-,-,-,12.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,288,Ghana,2013,Female,-,-,-,40.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,288,Ghana,2015,Female,-,-,-,41.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,426,Lesotho,2008,Female,-,-,-,36.1,-,-,Percentage,Country data,-,Age coverage - minimum age: 10 years old;,-
Proportion of women in managerial positions,Sub-Saharan Africa,426,Lesotho,2006,Female,-,-,-,36.9,-,-,Percentage,Country data,-,Data reference period: April,Age coverage - minimum age: 10 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,430,Liberia,2010,Female,-,-,-,20,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,450,Madagascar,2005,Female,-,-,-,22.1,-,-,Percentage,Country data,-,Population coverage: Excluding armed forces and/or conscripts,Age coverage - minimum age: Less than or equal to 9 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,450,Madagascar,2010,Female,-,-,-,36.6,-,-,Percentage,Country data,-,Data reference period: Fourth quarter,Age coverage - minimum age: Less than or equal to 9 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,450,Madagascar,2012,Female,-,-,-,25.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,450,Madagascar,2015,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,454,Malawi,2013,Female,-,-,-,15.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2003,Female,-,-,-,24.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;Break in series: Methodology revised
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2008,Female,-,-,-,23,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2000,Female,-,-,-,22,-,-,Percentage,Country data,-,Data reference period: July,Age coverage - minimum age: 12 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2005,Female,-,-,-,24.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2007,Female,-,-,-,20.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2009,Female,-,-,-,25.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2010,Female,-,-,-,26.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2001,Female,-,-,-,19.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;Break in series: Methodology revised
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2004,Female,-,-,-,20.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2006,Female,-,-,-,15.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2011,Female,-,-,-,22.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2002,Female,-,-,-,18.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2012,Female,-,-,-,23,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2013,Female,-,-,-,32.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2015,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2016,Female,-,-,-,30.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,480,Mauritius,2017,Female,-,-,-,30.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: 16 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,508,Mozambique,2015,Female,-,-,-,24.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2000,Female,-,-,-,30.2,-,-,Percentage,Country data,-,Age coverage - maximum age: 69 years old;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2010,Female,-,-,-,36.6,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2004,Female,-,-,-,36,-,-,Percentage,Country data,-,Age coverage - maximum age: 69 years old;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2012,Female,-,-,-,29.7,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2013,Female,-,-,-,42.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2014,Female,-,-,-,44,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,516,Namibia,2016,Female,-,-,-,39.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,566,Nigeria,2011,Female,-,-,-,33.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: Less than or equal to 9 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,566,Nigeria,2013,Female,-,-,-,30.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,566,Nigeria,2016,Female,-,-,-,21.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Age coverage - minimum age: Less than or equal to 9 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,646,Rwanda,2012,Female,-,-,-,34,-,-,Percentage,Country data,-,Data reference period: August,Population coverage: Excluding institutional population
Proportion of women in managerial positions,Sub-Saharan Africa,646,Rwanda,2014,Female,-,-,-,14.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,646,Rwanda,2017,Female,-,-,-,36.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Employment definition: Excluding own-use production workers;
Proportion of women in managerial positions,Sub-Saharan Africa,678,Sao Tome and Principe,2012,Female,-,-,-,24.4,-,-,Percentage,Country data,-,-,-
Proportion of women in managerial positions,Sub-Saharan Africa,686,Senegal,2015,Female,-,-,-,23.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,690,Seychelles,2011,Female,-,-,-,40.8,-,-,Percentage,Country data,-,Geographical coverage: Total national  excluding some areas,Population coverage: Excluding institutional population;
Proportion of women in managerial positions,Sub-Saharan Africa,690,Seychelles,2015,Female,-,-,-,48,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,690,Seychelles,2014,Female,-,-,-,49,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,690,Seychelles,2016,Female,-,-,-,45.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,690,Seychelles,2017,Female,-,-,-,46.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,694,Sierra Leone,2014,Female,-,-,-,37.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2003,Female,-,-,-,25.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2008,Female,-,-,-,29.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2000,Female,-,-,-,25.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2005,Female,-,-,-,28.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2007,Female,-,-,-,31.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2009,Female,-,-,-,30,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2010,Female,-,-,-,29.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2001,Female,-,-,-,22.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2004,Female,-,-,-,25.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2006,Female,-,-,-,29.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2011,Female,-,-,-,31,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2002,Female,-,-,-,25.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2012,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2013,Female,-,-,-,30,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2015,Female,-,-,-,30.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2014,Female,-,-,-,31.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2016,Female,-,-,-,31.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,710,South Africa,2017,Female,-,-,-,32.1,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,716,Zimbabwe,2011,Female,-,-,-,20.6,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,716,Zimbabwe,2014,Female,-,-,-,28.9,-,-,Percentage,Country data,-,Employment definition: Excluding own-use production workers,Data reference period: June;
Proportion of women in managerial positions,Sub-Saharan Africa,748,Swaziland,2016,Female,-,-,-,43.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,768,Togo,2011,Female,-,-,-,4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,768,Togo,2015,Female,-,-,-,29.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2003,Female,-,-,-,33.3,-,-,Percentage,Country data,-,Age coverage - minimum age: 10 years old;,-
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2009,Female,-,-,-,20.2,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts,Age coverage - minimum age: 10 years old
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2002,Female,-,-,-,27.6,-,-,Percentage,Country data,-,Data reference period: September,Population coverage: Excluding armed forces and/or conscripts
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2012,Female,-,-,-,22.8,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;,-
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2013,Female,-,-,-,25.3,-,-,Percentage,Country data,-,Population coverage: Excluding both institutional population and armed forces and/or conscripts,Age coverage - maximum age: 64 years old;
Proportion of women in managerial positions,Sub-Saharan Africa,800,Uganda,2017,Female,-,-,-,31.8,-,-,Percentage,Country data,-,Employment definition: Excluding own-use production workers,Data reference period: Noncalendar year;
Proportion of women in managerial positions,Sub-Saharan Africa,834,United Republic of Tanzania,2001,Female,-,-,-,49.2,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,834,United Republic of Tanzania,2006,Female,-,-,-,16.5,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,834,United Republic of Tanzania,2014,Female,-,-,-,23.3,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing;Break in series: Methodology revised,-
Proportion of women in managerial positions,Sub-Saharan Africa,854,Burkina Faso,2006,Female,-,-,-,31,-,-,Percentage,Country data,-,Reference group coverage: Total employment;,-
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2003,Female,-,-,-,29,-,-,Percentage,Country data,-,Data reference period: Second semester,Geographical coverage: Main cities or metropolitan areas
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2008,Female,-,-,-,27.9,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;Remarks: Warning on the use of statistical series: Statistical series published after January 2007 and before December 2015 should be used with caution. The INDEC  based on what is stated in decrees 181/15 and 55/16  is undertaking the investigations required to ensure the regularity of data collection  processing and dissemination procedures.
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2000,Female,-,-,-,27.4,-,-,Percentage,Country data,-,Data reference period: Incomplete year,Geographical coverage: Main cities or metropolitan areas
Proportion of women in managerial positions,Latin America and the Caribbean,32,Argentina,2005,Female,-,-,-,26.4,-,-,Percentage,Country data,-,Repository: ILO-STATISTICS - Micro data processing,Geographical coverage: Main cities or metropolitan areas;
